term,n_T,n_ST,p_T,p_ST,ll,category
action interfac,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
version reset,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nwhen cc-poi,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
version reason,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nwhen xiri,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
diagram split,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nwherebi mention,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
message----- selvam,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
compris correl,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nversion level,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
cc-tf logic,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nuse non-degrad,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ep discuss,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
did lemf,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
view hexa,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
cc-tf introduc,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
composit correlationnumb,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
composit offer,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nupdat editor,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
mine includ,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
cc-tf generat,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
cc-tf cc-tf,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
cc-tf admf,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
mind give,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
mind check,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
dicuss crs,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
mind chang,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nvalu npayload,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
version-x prefer,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
cc-tf approach,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
mime content-typ,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
mime content,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
cell identifi,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nthis approach,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
chang cin,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nthis addit,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ntarget nwith,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ntargetidentifierfieldtyp choic,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
modifi diagram,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ntel xef,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
week ahead,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
modifi copi,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ntelefon nabsend,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ntell compil,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
wed jun,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
modifi approv,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nthank file,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
end johann,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
modif event,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ch rao,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
modif correct,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nthank nupload,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
way present,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nthank nwilliam,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
way nthe,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
way mere,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
access mobil,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
modifi nident,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
digit decim,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
accept ue,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nsubject final,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nsteij nps,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
weekend nbrye,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nsubject chairman,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
modul perspect,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
accept nag,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
modul nwe,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
modul nnevertheless,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
modul ncan,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
modul nbest,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
compar origin,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
modifi plan,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
modul editori,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nsubject revis,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nsubject sampl,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
week ndistribut,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
modifytask nv,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
modifytask createdestinationtask,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nsubscrib etsi-ev,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
modifi slight,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
encompass nmichael,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
difficult word,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
access n--,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nthank word,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
compil task,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
mmsdeliverynotif record,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
mmsdeliverynotif nthe,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
accomplish add,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nthe servic,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
want avoid,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
compil set,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
accomplish paragraph,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nthe stage,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
certif number,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nthen addit,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nthe request,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
accur alex,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
mms ni,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
mms nhi,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
cellinform nin,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
differ xe,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nthere mention,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ntherefor glicv,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
engin ntridea,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nthese date,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nthe review,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
warrant address,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nthat appar,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nthe element,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
mode nsee,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nthe addit,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
compil modul,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nthe basic,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nthe chair,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
compil nbut,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
warrant nwith,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nthe cpoi,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
warrant nmi,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ch alex,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
warrant basi,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nthe ftp,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ch --,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
warrant messag,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
warrant locat,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nthe glicv,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
cfrom xe,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nthe matter,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nthe nnetwork,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
accessinfo sequenc,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
note specif,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
charact replac,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
comment nabout,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
clock read,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
clarifi nhappi,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nis mean,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe potenti,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
discuss part,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
-b b-eacb,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nis version,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nissu forc,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
cn cn,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ndure rau,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
cn correl,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ndure dubrovnik,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nissu part,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ndue sensit,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
-c bfc,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe origin,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe order,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nissu strict,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe open,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
cn identifi,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ndoni nhuawei,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
cn uniqu,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
neach modif,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
clarifi thing,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
doesn includ,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe staff,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nin definit,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nin fork,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
close origin,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
need part,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nin gc,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
close stag,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
document withdraw,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
need nregard,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
need nfor,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nin sa,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nintercept traffic,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nin set,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nincorpor npleas,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ninform contain,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe session,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
need add,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
necessarili specif,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nintercept establish,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nintercept order,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
necessarili refer,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ndoe pdu,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
discuss nthis,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
domain im,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nkoen nsorri,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe nbr,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
njust clarifi,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
njust quick,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
don decis,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe mind,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
-d dcdcef-,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
don fulli,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe legal,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ncould separ,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe joachim,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
njune sa,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nkoen propos,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe irrit,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe incorrect,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
-d edd-a,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ncorrect domainid,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
-dcdadaac db,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
colleagu pierr,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nlatest version,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nlaurent ngiorgi,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nde carmin,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
njtrakinat askcalea,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
discuss nthere,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe nmost,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ndistribut version,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nit doesn,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
domain name,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nit draft,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ndisclosur reproduct,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ndiscard lemf,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ndf correl,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
domain part,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
discuss nregard,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
domainid agre,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
njean-pasc nps,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ndefin claus,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ndecid ulic,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
clarifi call,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
njason nfrom,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ndear eric,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ndeadlin ni,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
don appetit,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
njc trakinat,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
njean trideawork,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nin call,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe updat,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ed nfor,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe word,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nfolk ni,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
doc nalf,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
claus recommend,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
clear need,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nfinal eric,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nhi nsteij,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
claus present,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nfax xef,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nfax ne-mail,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nhowev difficulti,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nhowev feel,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nhowev nthe,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nhttp portal,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nhttps notepad-plus-plus,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ni access,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nf ni,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ni apolog,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
document addit,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
document agenda,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
claus nreserv,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xiri target,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nfollow comment,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nfollow nnote,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nhi applic,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
youtub watch,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nfs current,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
clean npleas,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
clayton etsi,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
claus work,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
distribut diagram,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nground nlatest,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
distribut gpp,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nhello nthere,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nfor set,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
claus scef,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
doc email,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
district nshenzhen,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nhere draft,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
yesterday addit,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nfor manfri,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nfor http,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nfor giorgi,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nfor felt,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
dissect fine,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xx document,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xiri smfpdutomapdusessionmodif,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ni copi,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ni didn,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
client lal,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
network deliv,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
claus imsi,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xid li,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
document nit,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
netsi ts,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xid admf,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
document nthere,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xft ezzhn,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nident modul,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
claus delet,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
clicktim queri,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nif fact,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
document propos,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nemail xef,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nif general,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
document reflect,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
document respons,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
claus beneficiari,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nif true,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
document sept,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ni-wlanoperationerrorcod octet,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
network event,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
newgat street,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ni move,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ni draft,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
document check,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ni frequenc,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
network-lay servic,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
network visit,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
