term,n_T,n_ST,p_T,p_ST,ll,category
li tsg,22699,28400,48.29787234042553,10.252707581227437,-1177.777350043094,T
interception group,22699,28400,48.29787234042553,10.252707581227437,-1177.777350043094,T
wg lawful,22699,28599,48.29787234042553,10.324909747292418,-1178.764078964342,T
lawful interception,22699,32100,48.29787234042553,11.588447653429602,-1195.0625905704806,T
group gpp,19199,23200,40.85106382978723,8.375451263537906,-1206.5704328114207,T
org behalf,18999,25600,40.42553191489361,9.24187725631769,-1220.930554334827,T
nfrom gpp,17900,23699,38.08510638297872,8.55595667870036,-1228.1248970483862,T
work nmobile,11100,6500,23.617021276595747,2.3465703971119134,-1229.3870211237272,T
nag rao,16600,20100,35.319148936170215,7.256317689530686,-1229.81544209853,T
intend individual,11900,8800,25.319148936170212,3.1768953068592056,-1234.6331573569764,T
strictly prohibit,11900,9200,25.319148936170212,3.32129963898917,-1237.5164132778864,T
raton florida,10500,6500,22.340425531914892,2.3465703971119134,-1239.351101201281,T
address disclosure,10500,6500,22.340425531914892,2.3465703971119134,-1239.351101201281,T
attachments hereto,10500,6500,22.340425531914892,2.3465703971119134,-1239.351101201281,T
hereto information,10500,6500,22.340425531914892,2.3465703971119134,-1239.351101201281,T
boca raton,10500,6500,22.340425531914892,2.3465703971119134,-1239.351101201281,T
document error,10500,6500,22.340425531914892,2.3465703971119134,-1239.351101201281,T
information strictly,10500,6500,22.340425531914892,2.3465703971119134,-1239.351101201281,T
notify promptly,10500,6500,22.340425531914892,2.3465703971119134,-1239.351101201281,T
specialist standardization,10500,6500,22.340425531914892,2.3465703971119134,-1239.351101201281,T
distribution information,10300,6300,21.914893617021278,2.2743682310469313,-1240.95886859689,T
promptly sender,10300,6300,21.914893617021278,2.2743682310469313,-1240.95886859689,T
nsubject sa,17100,24099,36.38297872340426,8.700361010830324,-1241.0589925248323,T
e-mail attachments,10500,7100,22.340425531914892,2.563176895306859,-1244.201155880414,T
information privilege,10300,6799,21.914893617021278,2.454873646209386,-1245.052800333619,T
rao nokia,13500,14400,28.723404255319153,5.1985559566787005,-1245.3705482857024,T
privilege confidential,11800,10200,25.106382978723403,3.68231046931408,-1245.832626423931,T
nnagaraja nag,15300,19600,32.5531914893617,7.075812274368232,-1245.855654050117,T
entity address,10600,7600,22.5531914893617,2.743682310469314,-1246.429873843023,T
nagaraja nokia,11700,10300,24.893617021276597,3.7184115523465704,-1247.9911984102664,T
receive document,10500,7600,22.340425531914892,2.743682310469314,-1248.010099625661,T
nagaraja rao,13400,15000,28.510638297872344,5.415162454873646,-1249.992181197355,T
prohibit receive,11700,10899,24.893617021276597,3.9350180505415158,-1251.7177188960559,T
rao nagaraja,11700,10899,24.893617021276597,3.9350180505415158,-1251.7177188960559,T
mailto gpp,16500,25000,35.1063829787234,9.025270758122744,-1252.7492359030616,T
individual entity,12000,11999,25.53191489361702,4.332129963898916,-1253.7851116691193,T
nokia nthis,9599,6500,20.425531914893615,2.3465703971119134,-1253.8845317727823,T
rao nsenior,9599,6500,20.425531914893615,2.3465703971119134,-1253.8845317727823,T
nsenior specialist,9599,6500,20.425531914893615,2.3465703971119134,-1253.8845317727823,T
florida nemail,9599,6500,20.425531914893615,2.3465703971119134,-1253.8845317727823,T
nmobile boca,9599,6500,20.425531914893615,2.3465703971119134,-1253.8845317727823,T
standardization nnokia,9599,6500,20.425531914893615,2.3465703971119134,-1253.8845317727823,T
draft folder,13900,17700,29.574468085106382,6.389891696750903,-1256.2551802491841,T
confidential intend,10500,8800,22.340425531914892,3.1768953068592056,-1256.4026126410558,T
mailto nagaraja,11800,12500,25.106382978723403,4.512635379061372,-1259.4345819325047,T
copy distribution,10600,9600,22.5531914893617,3.4657039711191335,-1260.0185917337226,T
information xe,7900,4100,16.80851063829787,1.48014440433213,-1260.9595665876877,T
disclosure copy,10500,9600,22.340425531914892,3.4657039711191335,-1261.4885402896111,T
xe disseminate,7900,4200,16.80851063829787,1.516245487364621,-1261.8916997925783,T
behalf rao,6799,2500,14.468085106382977,0.9025270758122743,-1262.8783959274601,T
nwith nnagaraja,14000,19600,29.78723404255319,7.075812274368232,-1263.2882566746334,T
standards fbi,5700,1100,12.127659574468085,0.3971119133574007,-1263.3283791684262,T
nokia mailto,11500,12500,24.46808510638298,4.512635379061372,-1263.6530831203788,T
email sensitive,5700,1200,12.127659574468085,0.4332129963898917,-1264.9521585433254,T
notice email,5600,1200,11.914893617021278,0.4332129963898917,-1266.7832813868688,T
standardization north,7199,3500,15.319148936170212,1.263537906137184,-1266.7890668563023,T
standards research,7199,3500,15.319148936170212,1.263537906137184,-1266.7890668563023,T
n-- nverum,5400,1000,11.48936170212766,0.36101083032490977,-1267.1991145698603,T
n-- nthe,5400,1000,11.48936170212766,0.36101083032490977,-1267.1991145698603,T
nmobile tel,5400,1000,11.48936170212766,0.36101083032490977,-1267.1991145698603,T
fbi ntridea,5400,1000,11.48936170212766,0.36101083032490977,-1267.1991145698603,T
enforcement information,8600,6300,18.29787234042553,2.2743682310469313,-1267.9649353421366,T
ntridea work,11600,13700,24.680851063829788,4.945848375451264,-1268.3798033196051,T
unclassified law,8700,6599,18.51063829787234,2.382671480144404,-1268.600623437229,T
disseminate prior,8700,6599,18.51063829787234,2.382671480144404,-1268.600623437229,T
sensitive unclassified,8700,6599,18.51063829787234,2.382671480144404,-1268.600623437229,T
fbi approval,8700,6599,18.51063829787234,2.382671480144404,-1268.600623437229,T
prior fbi,8700,6599,18.51063829787234,2.382671480144404,-1268.600623437229,T
org mailto,14600,22900,31.06382978723404,8.267148014440433,-1268.7752055201267,T
pompano beach,7100,3600,15.106382978723405,1.2996389891696751,-1269.4071393348268,T
error notify,12199,15700,25.957446808510635,5.667870036101083,-1269.79230239233,T
nemail nagaraja,9499,8600,20.212765957446805,3.104693140794224,-1269.9306429662797,T
trideaworks mailto,8500,6400,18.085106382978726,2.3104693140794224,-1270.2107525103563,T
nokia pompano,6900,3399,14.680851063829786,1.227436823104693,-1270.7747079560042,T
north america,8100,5700,17.23404255319149,2.0577617328519855,-1271.1925316348372,T
possibly wrong,5800,1800,12.340425531914894,0.6498194945848376,-1271.732755703217,T
turn impossible,5800,1800,12.340425531914894,0.6498194945848376,-1271.732755703217,T
thing wrong,5800,1800,12.340425531914894,0.6498194945848376,-1271.732755703217,T
thing possibly,5800,1800,12.340425531914894,0.6498194945848376,-1271.732755703217,T
douglas adams,5800,1800,12.340425531914894,0.6498194945848376,-1271.732755703217,T
impossible repair,5800,1800,12.340425531914894,0.6498194945848376,-1271.732755703217,T
wrong wrong,5800,1800,12.340425531914894,0.6498194945848376,-1271.732755703217,T
wrong turn,5800,1800,12.340425531914894,0.6498194945848376,-1271.732755703217,T
major difference,5800,1800,12.340425531914894,0.6498194945848376,-1271.732755703217,T
difference thing,5800,1800,12.340425531914894,0.6498194945848376,-1271.732755703217,T
tel n--,5600,1600,11.914893617021278,0.5776173285198556,-1272.615964763057,T
bell labs,8100,5900,17.23404255319149,2.1299638989169676,-1272.6762784469054,T
fasciculorum n--,5000,900,10.638297872340425,0.3249097472924188,-1272.8827720323873,T
wrong thing,5800,1900,12.340425531914894,0.6859205776173285,-1273.0052004152162,T
law enforcement,8800,7700,18.72340425531915,2.779783393501805,-1274.48042060318,T
n-- ndissemination,5500,1699,11.702127659574469,0.6137184115523465,-1275.7006342687932,T
n-- nmichael,5500,1699,11.702127659574469,0.6137184115523465,-1275.7006342687932,T
nmichael bilca,5500,1699,11.702127659574469,0.6137184115523465,-1275.7006342687932,T
nthe major,5500,1699,11.702127659574469,0.6137184115523465,-1275.7006342687932,T
adams n--,5500,1699,11.702127659574469,0.6137184115523465,-1275.7006342687932,T
bilca ncalea,5500,1699,11.702127659574469,0.6137184115523465,-1275.7006342687932,T
nce message,5600,1900,11.914893617021278,0.6859205776173285,-1276.478999453287,T
nblcto standards,6500,3500,13.829787234042554,1.263537906137184,-1278.2327245834497,T
center ndcac,6500,3700,13.829787234042554,1.3357400722021662,-1280.0211226875638,T
assistance center,6500,3700,13.829787234042554,1.3357400722021662,-1280.0211226875638,T
program cip,6500,3700,13.829787234042554,1.3357400722021662,-1280.0211226875638,T
ndcac standards,6500,3700,13.829787234042554,1.3357400722021662,-1280.0211226875638,T
cip national,6500,3700,13.829787234042554,1.3357400722021662,-1280.0211226875638,T
national domestic,6500,3700,13.829787234042554,1.3357400722021662,-1280.0211226875638,T
communications assistance,6500,3700,13.829787234042554,1.3357400722021662,-1280.0211226875638,T
implementation program,6500,3700,13.829787234042554,1.3357400722021662,-1280.0211226875638,T
domestic communications,6500,3700,13.829787234042554,1.3357400722021662,-1280.0211226875638,T
nverum fasciculorum,5100,1600,10.851063829787234,0.5776173285198556,-1281.3919471959643,T
labs nblcto,7100,5100,15.106382978723405,1.84115523465704,-1281.9575928130162,T
mobile nfrom,8300,7800,17.659574468085108,2.815884476534296,-1282.2442410381996,T
ncalea implementation,6200,3500,13.191489361702127,1.263537906137184,-1283.026084599846,T
ndissemination notice,6200,3500,13.191489361702127,1.263537906137184,-1283.026084599846,T
njason graham,7600,6400,16.170212765957448,2.3104693140794224,-1283.5537425851073,T
rao n-----------------,8300,8099,17.659574468085108,2.9241877256317688,-1283.9938034747115,T
n----------------- mobile,8300,8099,17.659574468085108,2.9241877256317688,-1283.9938034747115,T
nthis e-mail,11300,16500,24.04255319148936,5.956678700361011,-1284.5475770936687,T
nsent tuesday,9100,10500,19.361702127659576,3.790613718411552,-1285.941982500808,T
nnokia bell,7199,5900,15.319148936170212,2.1299638989169676,-1286.07008387747,T
graham nfrom,5700,2999,12.127659574468085,1.083032490974729,-1286.4816000785504,T
xa xc,5200,2200,11.063829787234042,0.7942238267148014,-1286.7000068359187,T
nv njason,7199,5999,15.319148936170212,2.166064981949458,-1286.728783287793,T
li list,28500,93100,60.63829787234043,33.6101083032491,-1288.629746198637,T
basis term,4799,1900,10.212765957446807,0.6859205776173285,-1290.0930385755994,T
les modalit,4799,1900,10.212765957446807,0.6859205776173285,-1290.0930385755994,T
message est,4799,1900,10.212765957446807,0.6859205776173285,-1290.0930385755994,T
de courriels,4799,1900,10.212765957446807,0.6859205776173285,-1290.0930385755994,T
term set,4799,1900,10.212765957446807,0.6859205776173285,-1290.0930385755994,T
confidentiel notre,4799,1900,10.212765957446807,0.6859205776173285,-1290.0930385755994,T
web content,4799,1900,10.212765957446807,0.6859205776173285,-1290.0930385755994,T
fait strictement,4799,1900,10.212765957446807,0.6859205776173285,-1290.0930385755994,T
confidential send,4799,1900,10.212765957446807,0.6859205776173285,-1290.0930385755994,T
es dans,4799,1900,10.212765957446807,0.6859205776173285,-1290.0930385755994,T
strictement suivant,4799,1900,10.212765957446807,0.6859205776173285,-1290.0930385755994,T
